area_type,location,society,size,total_sqft,sqft,bath,balcony,possession date,price
Plot  Area,Anjanapura,,3 Bedroom,1200,1200,3,2,Ready to move,165
Plot  Area,Kurubarahalli,,4 Bedroom,600,600,4,0,Ready to move,77
Super built-up  Area,Nagappa Reddy Layout,,2 BHK,1200,1200,2,2,Ready to move,39
Super built-up  Area,Yeshwanthpur,Goandn ,3 BHK,1855,1855,3,3,Ready to move,140
Plot  Area,Margondanahalli,,2 Bedroom,1100,1100,2,1,Ready to move,55
Built-up  Area,Arehalli,,3 BHK,1350,1350,2,2,Ready to move,65
Super built-up  Area,Old Madras Road,Saciatt,3 BHK,2266,2266,3,2,Ready to move,207
Super built-up  Area,Hosur Road,,1 BHK,660,660,1,1,Ready to move,23
Built-up  Area,Kodihalli,,2 BHK,1490,1490,2,1,Ready to move,150
Super built-up  Area,Kambipura,Prrtht ,3 BHK,1083,1083,2,1,Ready to move,48
Super built-up  Area,Hennur Road,Puachal,2 BHK,1232,1232,2,1,44932,83
Super built-up  Area,Raja Rajeshwari Nagar,NaonySy,3 BHK,1550,1550,3,1,Ready to move,86.8
Super built-up  Area,Whitefield,Iseenst,2 BHK,1227,1227,2,2,Ready to move,70
Super built-up  Area,Sarjapur  Road,,2 BHK,1059,1059,2,2,Ready to move,68
Built-up  Area,Electronic City Phase II,Assha A,2 BHK,545,545,1,1,Ready to move,29
Super built-up  Area,Mahadevpura,Neisei ,2 BHK,1152,1152,2,1,Ready to move,54
Super built-up  Area,Kenchenahalli,AriosPa,2 BHK,870,870,1,1,Ready to move,45
Super built-up  Area,Panathur,,2 BHK,1210,1210,2,1,44142,78
Super built-up  Area,Thanisandra,Bhe 2ko,1 BHK,663,663,1,0,44002,46.1
Super built-up  Area,Hennur Gardens,PlhtsHe,3 BHK,1464,1464,2,1,Ready to move,135
Built-up  Area,Kadubeesanahalli,,3 BHK,1365,1365,3,1,Ready to move,80
Super built-up  Area,Whitefield,Priew P,3 BHK,1704,1704,3,1,Ready to move,120
Super built-up  Area,Whitefield,BSlasin,3 BHK,1390 - 1600,1495,,,43708,60.55
Super built-up  Area,Whitefield,SVacyeg,2 BHK,1256,1256,2,,44156,73
Built-up  Area,Kengeri,,2 BHK,883,883,2,0,Ready to move,49
Built-up  Area,Bisuvanahalli,Prityel,3 BHK,1080,1080,2,1,Ready to move,45
Super built-up  Area,Marsur,Asara S,2 BHK,497,497,1,1,Ready to move,25
Super built-up  Area,9th Phase JP Nagar,Vasisvi,2 BHK,1073,1073,2,1,43620,52.36
Super built-up  Area,Rajaji Nagar,,6 BHK,3000,3000,6,3,Ready to move,250
Super built-up  Area,Doddabommasandra,Apion M,2 BHK,1300,1300,2,3,Ready to move,32
Built-up  Area,Thanisandra,Pronyt ,1 BHK,662,662,1,0,Ready to move,45
Super built-up  Area,Kumara Park,,2 BHK,1200,1200,2,2,44306,75
Built-up  Area,5th Phase JP Nagar,,3 BHK,1550,1550,3,3,Ready to move,75
Super built-up  Area,7th Block Jayanagar,Jaitira,3 BHK,1707,1707,3,2,Ready to move,171
Super built-up  Area,Banashankari,Bregae ,2 BHK,1310,1310,2,2,Ready to move,80.43
Super built-up  Area,Sarjapur  Road,,3 BHK,1577,1577,3,2,Ready to move,65
Super built-up  Area,Kodigehaali,Shyas S,3 BHK,1324,1324,3,2,Ready to move,65
Super built-up  Area,Kothanur,Somumys,3 BHK,1786,1786,2,2,Ready to move,106
Super built-up  Area,Harlur,Prncyrn,2 BHK,1174,1174,2,1,Ready to move,75
Super built-up  Area,Kamala Nagar,,1 BHK,565,565,1,1,Ready to move,33
Super built-up  Area,7th Phase JP Nagar,Brnia G,3 BHK,1400,1400,2,1,Ready to move,95
Built-up  Area,Electronic City,Palleon,1 BHK,635,635,1,1,Ready to move,28
Plot  Area,Kalyan nagar,,6 Bedroom,3000,3000,8,2,Ready to move,400
Super built-up  Area,8th Phase JP Nagar,MBodsen,3 BHK,1368,1368,2,1,Ready to move,54.71
Super built-up  Area,Kanakpura Road,JRrnauv,3 BHK,1450,1450,3,3,Ready to move,55
Super built-up  Area,Devanahalli,,2 BHK,1045,1045,2,2,Ready to move,48
Super built-up  Area,Electronic City,Prarkun,2 BHK,1128,1128,2,1,44809,65.4
Built-up  Area,Bhoganhalli,Tenceen,2 BHK,1125,1125,2,1,Ready to move,54
Super built-up  Area,Whitefield,Prtates,2 BHK,1195,1195,2,1,44782,62.38
Plot  Area,Ramakrishnappa Layout,,1 Bedroom,630,630,2,1,Ready to move,70
Plot  Area,Kaggadasapura,,3 Bedroom,1350,1350,2,0,Ready to move,105
Super built-up  Area,Domlur,,3 BHK,1740,1740,3,0,Ready to move,120
Super built-up  Area,Bommasandra,Vaodspe,2 BHK,877,877,2,1,Ready to move,29
Built-up  Area,Whitefield,Paony H,3 BHK,1770,1770,4,1,Ready to move,68
Super built-up  Area,Yelahanka New Town,,1 BHK,450,450,1,1,Ready to move,15
Plot  Area,tc.palya,,2 Bedroom,1000,1000,2,1,44068,55
Super built-up  Area,Whitefield,,2 BHK,1300,1300,2,2,Ready to move,78
Super built-up  Area,Doddathoguru,,3 BHK,1300,1300,2,1,Ready to move,42
Super built-up  Area,Abbigere,SLtias ,2 BHK,985,985,2,1,Ready to move,40.39
Built-up  Area,Chikkathoguru,Srvasi ,2 BHK,1045,1045,2,2,Ready to move,42
Super built-up  Area,Chelekare,,2 BHK,1250,1250,2,1,Ready to move,62.4
Plot  Area,Bande Nallasandra,Ceureld,3 Bedroom,2400,2400,4,1,Ready to move,130
Super built-up  Area,Haralur Road,,2 BHK,1194,1194,2,2,Ready to move,46
Super built-up  Area,Kanakpura Road,Hahtsya,3 BHK,1420,1420,3,3,Ready to move,68
Built-up  Area,Sector 1 HSR Layout,,3 BHK,1720,1720,3,3,Ready to move,83
Super built-up  Area,Rachenahalli,Sovar S,3 BHK,1530,1530,2,2,Ready to move,74.4
Plot  Area,Anandapura,,3 Bedroom,1200,1200,2,0,Ready to move,66
Super built-up  Area,Whitefield,FoityIn,3 BHK,1570,1570,3,3,Ready to move,88
Super built-up  Area,Sarjapur  Road,AsastDe,3 BHK,1157,1157,2,1,44471,74
Super built-up  Area,Sarjapur,AsineSu,2 BHK,535,535,1,1,Ready to move,20
Super built-up  Area,Kanakapura,SPavenc,2 BHK,1120,1120,2,2,Ready to move,39.2
Super built-up  Area,Kenchenahalli,AriosPa,2 BHK,1150,1150,2,2,Ready to move,60
Plot  Area,Hebbal Kempapura,,5 Bedroom,2400,2400,5,2,Ready to move,200
Super built-up  Area,Bannerghatta Road,SNity S,2 BHK,1215,1215,2,1,Ready to move,68
Super built-up  Area,Bhoganhalli,Rosha I,2 BHK,1444,1444,2,1,44854,75.97
Super built-up  Area,6th Phase JP Nagar,Solip T,3 BHK,2003,2003,3,3,Ready to move,200
Carpet  Area,Thirumenahalli,,2 BHK,1100,1100,2,2,Ready to move,70
Super built-up  Area,Kodichikkanahalli,,2 BHK,900,900,2,1,Ready to move,42
Super built-up  Area,Talaghattapura,,3 BHK,1372,1372,2,1,Ready to move,43.9
Plot  Area,Chikka Tirupathi,Theanmp,4 Bedroom,4500,4500,5,3,44166,150
Super built-up  Area,Bisuvanahalli,Prityel,3 BHK,1180,1180,2,1,Ready to move,55.5
Super built-up  Area,Electronic City,SraveSL,2 BHK,1096,1096,2,2,Ready to move,39
Super built-up  Area,Yeshwanthpur,IBityin,3 BHK,2504,2504,3,3,Ready to move,138
Super built-up  Area,2nd Phase Judicial Layout,,3 BHK,1350,1350,2,2,Ready to move,47.25
Built-up  Area,Raghuvanahalli,,1 BHK,420,420,1,1,Ready to move,23.5
Super built-up  Area,Hennur Road,SaireSa,3 BHK,1832,1832,3,1,Ready to move,116
Plot  Area,Anandapura,,6 Bedroom,1380,1380,7,2,Ready to move,130
Built-up  Area,Vasanthapura,,2 BHK,940,940,2,1,Ready to move,40
Plot  Area,Whitefield,,4 Bedroom,4290,4290,5,3,Ready to move,625
Built-up  Area,Electronic City Phase II,Sryalan,2 BHK,1020,1020,2,1,45158,29.45
Built-up  Area,Abbigere,,6 Bedroom,2500,2500,6,0,Ready to move,81
Super built-up  Area,Raja Rajeshwari Nagar,,2 BHK,1400,1400,2,2,Ready to move,45
Built-up  Area,HAL Layout,,3 BHK,1675,1675,3,2,Ready to move,65
Super built-up  Area,Tumkur Road,,2 BHK,708,708,2,1,Ready to move,32
Super built-up  Area,Channasandra,Unm 2El,2 BHK,1123,1123,2,1,Ready to move,36
Super built-up  Area,Talaghattapura,,2 BHK,1100,1100,2,1,Ready to move,49.49
Super built-up  Area,Upkar Layout,DSstaen,2 BHK,1225,1225,2,2,Ready to move,71.05
Super built-up  Area,Lingadheeranahalli,Soiewre,3 BHK,1683,1683,3,1,Ready to move,140
Super built-up  Area,Kengeri Satellite Town,,1 BHK,410,410,1,1,Ready to move,15
Plot  Area,Banashankari Stage II,,3 Bedroom,2400,2400,2,2,Ready to move,300
Plot  Area,Kenchenhalli,,4 Bedroom,1350,1350,4,1,Ready to move,90
Super built-up  Area,Gubbalala,MauilTr,2 BHK,1475,1475,2,2,Ready to move,80
Super built-up  Area,Kengeri Satellite Town,ShyamSh,2 BHK,1120,1120,2,2,Ready to move,49
Super built-up  Area,KR Puram,Apntsal,2 BHK,1150,1150,2,1,Ready to move,42
Super built-up  Area,Yeshwanthpur,IBityin,2 BHK,1165,1165,2,1,Ready to move,85
Super built-up  Area,Harlur,,3 BHK,1756,1756,3,2,Ready to move,134
Super built-up  Area,Ambedkar Nagar,SoechHa,2 BHK,1409,1409,2,2,Ready to move,95
Super built-up  Area,Mahadevpura,Neisei ,2 BHK,1212,1212,2,1,Ready to move,56.9
Super built-up  Area,Doddathoguru,VBpleMa,2 BHK,1140,1140,2,2,Ready to move,26.49
Super built-up  Area,Hegde Nagar,SoisoCa,3 BHK,2087.01,2087.01,3,2,44126,115
Super built-up  Area,Jalahalli East,ShshaSa,1 BHK,750 - 800,775,1,0,Ready to move,34.1
Super built-up  Area,Sarjapur  Road,PualeSk,3 BHK,1700,1700,3,1,44778,118
Super built-up  Area,Carmelaram,DSensn ,3 BHK,1660 - 1805,1732,3,0,Ready to move,91.855
Super built-up  Area,Raja Rajeshwari Nagar,,2 BHK,1110,1110,2,1,Ready to move,52
Built-up  Area,Electronic City Phase II,Sryalan,2 BHK,1000,1000,2,1,44285,28.88
Plot  Area,Marathahalli,,7 Bedroom,1550,1550,7,3,Ready to move,160
Built-up  Area,Chikka Tirupathi,Theanmp,4 Bedroom,2704,2704,5,0,Ready to move,105
Plot  Area,Vidya Nagar,,2 Bedroom,3760,3760,2,0,Ready to move,280
Plot  Area,Hormavu,,5 Bedroom,1600,1600,5,2,Ready to move,140
Super built-up  Area,Bhoganhalli,Rosha I,2 BHK,1205,1205,2,2,44516,64.47
Super built-up  Area,Thigalarapalya,,2 BHK,1418,1418,2,2,Ready to move,105
Built-up  Area,Ardendale,Mahtsba,3 BHK,1650,1650,3,3,Ready to move,82
Plot  Area,MS Pallya,,7 Bedroom,1200,1200,7,2,Ready to move,139
Super built-up  Area,Electronic City,Music C,2 BHK,1150,1150,2,1,Ready to move,38
Super built-up  Area,Byadarahalli,HMriast,3 BHK,3071,3071,4,,Ready to move,300
Built-up  Area,Dasanapura,,4 Bedroom,2400,2400,5,2,Ready to move,100
Built-up  Area,Singapura Village,Juoryma,2 BHK,850,850,2,0,Ready to move,34
Super built-up  Area,Raja Rajeshwari Nagar,NaonySy,3 BHK,1580,1580,3,1,Ready to move,83.74
Super built-up  Area,Whitefield,Prtates,2 BHK,1216,1216,2,1,44483,84.03
Carpet  Area,Kanakpura Road,Roiti A,1 BHK,381,381,1,1,45007,28
Built-up  Area,KR Puram,,9 BHK,4600,4600,9,2,44856,200
Super built-up  Area,Hebbal,,2 BHK,1040,1040,2,1,Ready to move,55
Built-up  Area,Choodasandra,LGifeew,4 Bedroom,2429,2429,3,1,43616,210
Super built-up  Area,Akshaya Vana,Rainet ,3 BHK,1260,1260,2,1,Ready to move,49
Super built-up  Area,Kanakpura Road,PuandHi,3 BHK,1498,1498,3,2,Ready to move,74.9
Super built-up  Area,Vidyaranyapura,,3 BHK,1200,1200,2,2,Ready to move,65
Super built-up  Area,Electronic City,Prarkun,2 BHK,1355,1355,2,1,44197,72.9
Built-up  Area,Canara Bank Layout,Fosic C,3 BHK,1450,1450,3,1,Ready to move,65
Super built-up  Area,Yeshwanthpur,,3 BHK,1860,1860,3,2,Ready to move,168
Built-up  Area,Whitefield,,2 BHK,1240,1240,2,2,Ready to move,70
Super built-up  Area,Kanakpura Road,NevenLi,3 BHK,1300,1300,2,2,Ready to move,55
Plot  Area,Kundalahalli,Roima A,4 Bedroom,2500,2500,5,2,Ready to move,245
Super built-up  Area,Ambedkar Nagar,SoechHa,3 BHK,1950,1950,4,2,Ready to move,120
Super built-up  Area,Ambalipura,Maorai ,3 BHK,1625,1625,2,2,Ready to move,145
Super built-up  Area,Electronic City,,2 BHK,1200,1200,2,2,43817,30
Super built-up  Area,OMBR Layout,,2 BHK,1101,1101,2,2,Ready to move,66
Super built-up  Area,Whitefield,Prtates,2 BHK,1216,1216,2,1,44496,72.5
Super built-up  Area,Uttarahalli,,3 BHK,1250,1250,2,3,Ready to move,50
Plot  Area,Samethanahalli,,3 Bedroom,2100,2100,3,0,Ready to move,70
Built-up  Area,Ananth Nagar,VmlleRo,3 BHK,1470,1470,3,2,Ready to move,54
Super built-up  Area,Bannerghatta Road,PrarePa,3 BHK,1365,1365,3,1,44948,76.18
Super built-up  Area,Hosa Road,Mahesr ,2 BHK,1364,1364,2,1,44385,64.79
Super built-up  Area,Banashankari Stage VI,Brens7 ,2 BHK,1180,1180,2,1,43848,59.47
Super built-up  Area,7th Phase JP Nagar,BriumMi,3 BHK,1800,1800,3,2,Ready to move,130
Super built-up  Area,Kothannur,,2 BHK,1350,1350,2,2,Ready to move,42
Super built-up  Area,Thanisandra,Bhmesy ,3 BHK,1573,1573,3,2,Ready to move,98
Super built-up  Area,Nallurhalli,Adevo S,3 BHK,1620,1620,3,3,Ready to move,95
Super built-up  Area,Doddakallasandra,,2 BHK,1072,1072,2,1,Ready to move,42.87
Built-up  Area,Bagalakunte,,1 BHK,560,560,1,1,Ready to move,21
Super built-up  Area,Coconut Grove Layout,Srarkav,2 BHK,1156,1156,2,2,Ready to move,46
Built-up  Area,Kudlu Gate,,2 BHK,1336,1336,2,1,43824,86
Super built-up  Area,Electronic City,Itelaa ,2 BHK,1200,1200,2,1,Ready to move,20
Super built-up  Area,Marathahalli,Asintas,4 BHK,3400,3400,4,3,Ready to move,235
Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,3 BHK,1608,1608,3,3,Ready to move,54.51
Super built-up  Area,JP Nagar,Pehtsa ,4 BHK,4000,4000,4,3,45162,441
Super built-up  Area,Whitefield,SSthamh,2 BHK,1215,1215,2,2,Ready to move,40
Built-up  Area,Cox Town,,2 BHK,1100,1100,2,1,Ready to move,166
Super built-up  Area,Green Glen Layout,Soinequ,3 BHK,1517,1517,3,3,Ready to move,100
Super built-up  Area,Mallasandra,,2 BHK,1565,1565,2,2,Ready to move,69
Plot  Area,Palace Guttahalli,,6 Bedroom,1680,1680,4,1,Ready to move,250
Super built-up  Area,Whitefield,UKe 2nz,3 BHK,2025,2025,4,2,Ready to move,115
Super built-up  Area,Jalahalli,DSata S,2 BHK,1057,1057,2,1,43577,34.71
Super built-up  Area,Sadashiva Nagar,,3 BHK,3850,3850,3,3,Ready to move,650
Super built-up  Area,Sarjapur,Peles P,2 BHK,1044,1044,2,2,Ready to move,34
Built-up  Area,Domlur,Srhida ,3 BHK,1695,1695,3,2,Ready to move,125
Super built-up  Area,Ramagondanahalli,ViistLa,3 BHK,1635,1635,3,1,44949,61
Super built-up  Area,Hiremath Layout,,2 BHK,1140,1140,2,2,Ready to move,56
Built-up  Area,Electronic City,Itvir M,2 BHK,1150,1150,2,2,Ready to move,35
Built-up  Area,Yelachenahalli,PuontBe,2 BHK,1110,1110,2,2,Ready to move,110
Super built-up  Area,Yeshwanthpur,IBityin,2 BHK,1163,1163,2,2,Ready to move,64.08
Super built-up  Area,Thubarahalli,Soowsa ,3 BHK,1418,1418,2,2,Ready to move,65
Built-up  Area,Varthur,Uptusol,2 BHK,1155,1155,2,1,44505,60
Super built-up  Area,Bannerghatta Road,PrarePa,2 BHK,1115,1115,2,2,Ready to move,78
Built-up  Area,Sanjeevini Nagar,Betatsi,3 BHK,2250,2250,3,,Ready to move,180
Super built-up  Area,NGR Layout,,2 BHK,1020,1020,2,2,Ready to move,48.45
Super built-up  Area,Naidu Layout,,3 BHK,1485,1485,3,2,Ready to move,78
Plot  Area,Whitefield,,4 Bedroom,1920,1920,5,2,Ready to move,250
Plot  Area,Shingapura,,1 Bedroom,1350,1350,2,0,Ready to move,45
Super built-up  Area,8th block Koramangala,,2 BHK,1209,1209,2,2,Ready to move,100
Super built-up  Area,8th Phase JP Nagar,MBodsen,2 BHK,1089,1089,2,1,Ready to move,43.55
Super built-up  Area,Yelahanka,Shana S,2 BHK,1445,1445,2,2,Ready to move,82
Super built-up  Area,Uttarahalli,,3 BHK,1250,1250,2,2,Ready to move,50
Super built-up  Area,SHANTHINAGAR,,3 BHK,1500,1500,3,1,43936,95
Super built-up  Area, Devarachikkanahalli,Wiaysld,3 BHK,1705,1705,3,2,Ready to move,75
Super built-up  Area,Indira Nagar,Gonorir,3 BHK,2200,2200,3,2,Ready to move,160
Plot  Area,Cunningham Road,,5 Bedroom,2925,2925,5,3,Ready to move,936
Plot  Area,Laggere,,8 Bedroom,1800,1800,8,1,Ready to move,110
Built-up  Area,Whitefield,Chpana ,5 Bedroom,7200,7200,5,2,Ready to move,900
Super built-up  Area,Bellandur,OriewLa,3 BHK,1830,1830,3,,Ready to move,90
Super built-up  Area,Electronics City Phase 1,Shitt S,3 BHK,1450,1450,3,2,44881,58
Super built-up  Area,Choodasandra,GRhtiru,3 BHK,1220,1220,3,2,Ready to move,56
Super built-up  Area,Hoodi,Keers S,2 BHK,1259,1259,2,2,Ready to move,69.45
Super built-up  Area,Subramanyapura,Mayne A,3 BHK,1260,1260,2,1,Ready to move,73
Built-up  Area,Kaggadasapura,,3 Bedroom,2500,2500,5,1,Ready to move,120
Built-up  Area,Kudlu Gate,,3 BHK,1919,1919,3,2,43679,121
Plot  Area,Vishveshwarya Layout,,6 Bedroom,1400,1400,6,3,Ready to move,160
Super built-up  Area,Hennur Road,ChionCo,3 BHK,2050,2050,3,,Ready to move,120
Built-up  Area,Basavangudi,,2 BHK,1050,1050,2,1,Ready to move,103
Super built-up  Area,Bhuvaneshwari Nagar,,2 BHK,1000,1000,2,2,Ready to move,60
Super built-up  Area,Raja Rajeshwari Nagar,NaonySy,3 BHK,1640,1640,3,1,Ready to move,86.8
Built-up  Area,Kumarapalli,BMmesHo,3 BHK,1488,1488,2,2,Ready to move,65
Super built-up  Area,Chikkalasandra,,3 BHK,1265,1265,2,2,Ready to move,53.12
Built-up  Area,Hennur,Bront A,3 BHK,1640,1640,3,2,Ready to move,120
Super built-up  Area,9th Phase JP Nagar,HMigond,3 BHK,1719.3,1719.3,2,2,Ready to move,88
Plot  Area,Someshwara Layout,,4 Bedroom,1200,1200,4,2,Ready to move,130
Super built-up  Area,Kaggadasapura,Chsilut,2 BHK,1180,1180,2,2,Ready to move,70
Super built-up  Area,HBR Layout,Visom B,3 BHK,1700,1700,3,1,Ready to move,110
Super built-up  Area,Kudlu Gate,,2 BHK,1464,1464,3,3,Ready to move,56
Built-up  Area,JP Nagar,,6 Bedroom,1800,1800,6,0,Ready to move,68
Built-up  Area,Cox Town,,4 Bedroom,1495,1495,2,1,Ready to move,300
Built-up  Area,Yelahanka,Velas V,2 BHK,1225,1225,2,2,44677,62
Super built-up  Area,7th Phase JP Nagar,Brnia G,2 BHK,1050,1050,2,0,Ready to move,68
Super built-up  Area,Sarjapur  Road,Klark L,3 BHK,1691,1691,3,3,Ready to move,120
Built-up  Area,Doopanahalli,,3 BHK,2250,2250,3,2,Ready to move,199
Super built-up  Area,Munivenkatppa Layout,SNiew L,4 BHK,3700,3700,4,2,Ready to move,314
Plot  Area,Jalahalli,,8 Bedroom,1244,1244,6,2,Ready to move,130
Plot  Area,Jay an agar 4 T Block,,4 Bedroom,750,750,4,2,Ready to move,120
Super built-up  Area,Satyasaibaba Layout,,2 BHK,1190,1190,2,3,44851,42.25
Super built-up  Area,Haralur Road,RInceeg,2 BHK,1243,1243,2,2,Ready to move,46
Super built-up  Area,Hormavu,,2 BHK,765,765,2,1,Ready to move,37.49
Super built-up  Area,Chamrajpet,,2 BHK,730,730,1,2,Ready to move,52
Built-up  Area,Queens Road,DRnerns,3 BHK,1405,1405,3,0,Ready to move,169
Super built-up  Area,Old Madras Road,SheldGr,3 BHK,1350,1350,3,1,44911,45.9
Super built-up  Area,Yelahanka New Town,KHatsFl,1 BHK,500,500,1,1,Ready to move,18
Super built-up  Area,Amruthahalli,SuaveRa,2 BHK,1200,1200,2,2,Ready to move,55
Built-up  Area,Electronic City,,2 BHK,1165,1165,2,1,44538,33.64
Super built-up  Area,7th Phase JP Nagar,,3 BHK,1400,1400,2,2,Ready to move,57
Plot  Area,Vaishnavi Layout,Prsisge,4 Bedroom,4800,4800,6,2,Ready to move,420
Built-up  Area,Hormavu,SyidaCr,3 BHK,1668,1668,2,,Ready to move,120
Super built-up  Area,Kenchenahalli,AriosPa,1 BHK,700,700,1,1,Ready to move,35
Super built-up  Area,5th Phase JP Nagar,MBncele,3 BHK,1485,1485,2,1,Ready to move,66
Super built-up  Area,Kanakpura Road,PrarePa,2 BHK,700,700,2,1,45116,41
Super built-up  Area,Whitefield,Prtates,3 BHK,1346,1346,2,1,44276,100
Super built-up  Area,Bisuvanahalli,Prityel,3 BHK,1075,1075,2,1,Ready to move,47
Super built-up  Area,Bellari Road,,2 BHK,1050,1050,2,1,Ready to move,43.5
Super built-up  Area,1st Block Koramangala,LuncyRe,3 BHK,1800,1800,3,2,Ready to move,53
Super built-up  Area,Electronic City,SJityVe,3 BHK,1609,1609,3,3,Ready to move,115
Built-up  Area,Electronic City,GMown E,2 BHK,770,770,1,1,Ready to move,35
Built-up  Area,Kudlu,,2 BHK,1076,1076,2,1,Ready to move,50
Super built-up  Area,Kengeri,,2 BHK,1052,1052,2,2,Ready to move,51
Super built-up  Area,Channasandra,Evanaan,2 BHK,1000,1000,2,2,45087,35
Built-up  Area,Bommasandra Industrial Area,,2 BHK,1000,1000,2,1,43994,28.88
Super built-up  Area,Thanisandra,Pronyt ,3 BHK,1262,1262,2,1,Ready to move,83
Plot  Area,Koppa,,3 Bedroom,720,720,3,1,Ready to move,48
Super built-up  Area,Harsha Layout,,1 BHK,500,500,1,1,Ready to move,16
Super built-up  Area,Sadashiva Nagar,,4 BHK,3500,3500,4,,Ready to move,700
Built-up  Area,Shanthala Nagar,Sphts H,3 BHK,1600,1600,3,2,Ready to move,180
Super built-up  Area,Ramagondanahalli,ViistLa,2 BHK,1251,1251,2,1,45059,53
Plot  Area,Nagarbhavi,,3 Bedroom,1050,1050,3,1,Ready to move,175
Super built-up  Area,Nyanappana Halli,MyigePr,2 BHK,1140,1140,2,2,Ready to move,49
Super built-up  Area,Old Madras Road,Saesttt,2 BHK,1157,1157,2,2,44137,47.32
Super built-up  Area,RR Nagar,,1 BHK,648,648,1,1,45206,34
Super built-up  Area,Harlur,Prncyrn,2 BHK,1197,1197,2,1,Ready to move,78
Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,3 BHK,1500,1500,3,3,Ready to move,51.04
Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,2 BHK,1185,1185,2,1,Ready to move,51.15
Built-up  Area,Kumaraswami Layout,,3 Bedroom,2400,2400,2,1,Ready to move,125
Super built-up  Area,Kundalahalli,Dieldli,3 BHK,1397,1397,3,3,44826,105
Super built-up  Area,Uttarahalli,,2 BHK,1175,1175,2,2,Ready to move,47
Built-up  Area,Basaveshwara Nagar,,2 BHK,900,900,2,1,Ready to move,60
Super built-up  Area,Rachenahalli,NRniad ,3 BHK,2710,2710,3,2,Ready to move,170
Super built-up  Area,Tala Cauvery Layout,Skarkev,3 BHK,1720,1720,2,2,Ready to move,126
Super built-up  Area,Cambridge Layout,Bhacy L,3 BHK,1756,1756,3,2,Ready to move,307
Super built-up  Area,Yelahanka,Prensya,1 BHK,602,602,1,1,Ready to move,38
Super built-up  Area,Sarjapur  Road,Contsci,3 BHK,1770,1770,3,2,Ready to move,180
Plot  Area,Kothannur,,6 Bedroom,930,930,6,1,Ready to move,150
Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,2 BHK,1295,1295,2,2,Ready to move,43.9
Super built-up  Area,Rachenahalli,,2 BHK,1200,1200,2,2,Ready to move,46.5
Built-up  Area,Hagadur,SSoraba,2 BHK,1100,1100,2,2,Ready to move,45
Super built-up  Area,Haralur Road,,2 BHK,1194,1194,2,2,Ready to move,46
Super built-up  Area,Marsur,Asara S,3 BHK,720,720,2,1,Ready to move,32
Super built-up  Area,Kasavanhalli,HMonymp,3 BHK,1476,1476,3,0,Ready to move,105
Super built-up  Area,Thanisandra,Bhmesy ,2 BHK,1056,1056,2,2,Ready to move,65
Super built-up  Area,Singapura Village,Juoryma,2 BHK,825,825,2,1,Ready to move,35
Super built-up  Area,EPIP Zone,BrontLa,3 BHK,1860,1860,3,2,44958,130
Super built-up  Area,Gunjur,DSoodSh,2 BHK,1063,1063,2,2,Ready to move,40
Super built-up  Area,Yelahanka,Prensya,1 BHK,697,697,1,1,Ready to move,35
Built-up  Area,Vijayanagar,,1 Bedroom,2400,2400,2,0,Ready to move,230
